Middle layer Super Output Areas Code,Middle layer Super Output Areas,% 16_to_29,% 30_to_49,% 50_to_69,total
E02000776,Redbridge 026,18.30845771,31.75550817,19.37455579,7035
E02000777,Redbridge 027,13.42885705,29.49016994,25.12495835,6002
E02000779,Redbridge 029,19.20427553,34.48931116,16.55581948,8420
E02000781,Redbridge 031,20.32161051,29.22727552,18.48646658,16293
E02000782,Redbridge 032,19.98084625,34.14591677,15.2185269,11486
E02000783,Redbridge 033,20.95508658,31.58820346,16.43668831,7392
E02000784,Richmond upon Thames 001,13.48603021,26.72524435,26.98193306,10129
E02000785,Richmond upon Thames 002,12.50643335,30.53010808,24.99227998,9715
E02000786,Richmond upon Thames 003,11.55164835,34.02197802,22.27692308,11375
E02000787,Richmond upon Thames 004,13.29527592,35.31066435,21.25424009,12087
E02000788,Richmond upon Thames 005,11.01825379,31.21838575,23.48801408,9094
E02000789,Richmond upon Thames 006,12.55356293,31.48706555,24.85319791,6301
E02000790,Richmond upon Thames 007,12.76757249,33.42948231,24.01700319,6587
E02000791,Richmond upon Thames 008,12.83992583,34.27070457,22.74412855,6472
E02000792,Richmond upon Thames 009,11.89710611,30.85418705,24.6889417,7153
E02000793,Richmond upon Thames 010,14.87786825,29.10189983,24.2289662,8106
E02000794,Richmond upon Thames 011,13.25730577,33.04347826,22.48039914,7015
E02000795,Richmond upon Thames 012,11.20254078,24.75819258,24.77262884,6927
E02000796,Richmond upon Thames 013,15.45954722,28.47479029,23.34265356,11087
E02000797,Richmond upon Thames 014,14.62515883,35.8068615,21.34688691,7870
E02000798,Richmond upon Thames 015,13.1457891,30.68825195,23.84111819,11304
E02000799,Richmond upon Thames 016,23.67544656,22.69149258,25.03784438,6606
E02000800,Richmond upon Thames 017,11.966759,27.75623269,25.00461681,5415
E02000801,Richmond upon Thames 018,12.67922407,30.19398369,25.63958392,7114
E02000802,Richmond upon Thames 019,12.64236902,29.55580866,25.04271071,7024
E02000803,Richmond upon Thames 020,13.28872877,27.55532681,26.34071024,9715
E02000804,Richmond upon Thames 021,14.17576266,29.49902043,25.46879373,7146
E02000805,Richmond upon Thames 022,13.53914822,28.59401153,26.81792821,10754
E02000806,Richmond upon Thames 023,11.63851679,27.81984081,27.3053776,10302
E02000807,Southwark 001,24.95441838,40.53725538,16.61602042,8227
E02000808,Southwark 002,40.41904387,29.9626205,16.29942947,10166
E02000810,Southwark 004,24.6764162,35.97243234,17.28021516,11898
E02000812,Southwark 006,30.27072131,30.87335435,17.73595401,10786
E02000813,Southwark 007,27.25849075,34.60898502,17.00107664,10217
E02000814,Southwark 008,26.14442609,40.32461852,15.61862183,10289
E02000815,Southwark 009,42.36174964,30.09326153,12.85958229,7613
E02000816,Southwark 010,24.93230577,34.58654447,17.75671735,9602
E02000817,Southwark 011,23.25410798,30.38438967,20.59859155,6816
E02000818,Southwark 012,30.00714942,34.27637626,16.34153815,9791
E02000819,Southwark 013,25.61176471,30.07058824,20.82352941,8500
E02000820,Southwark 014,28.34432789,33.09181356,18.20049746,9247
E02000821,Southwark 015,22.14026085,31.7404319,20.49390635,9354
E02000822,Southwark 016,25.36469187,29.65168205,20.82465019,6718
E02000823,Southwark 017,25.52113325,31.53288034,21.09869861,8683
E02000824,Southwark 018,24.21701354,29.10689028,20.94362497,9898
E02000825,Southwark 019,24.87041565,29.02689487,22.15158924,10225
E02000826,Southwark 020,24.30928044,34.34875013,19.12761866,9881
E02000827,Southwark 021,23.16534041,32.94429708,20.99911583,11310
E02000828,Southwark 022,25.86793737,31.5066939,20.42205582,8814
E02000829,Southwark 023,22.57916895,33.84587223,20.27274391,10926
E02000830,Southwark 024,24.67079347,34.93528419,20.22509848,8885
E02000831,Southwark 025,22.86631016,36.21390374,18.16042781,9350
E02000832,Southwark 026,21.32383313,32.88930194,20.98306485,9684
E02000833,Southwark 027,19.60470085,33.81410256,20.67307692,7488
E02000834,Southwark 028,20.66908161,38.81312593,17.61133603,9386
E02000835,Southwark 029,15.73808904,35.22520177,20.8279094,7682
E02000836,Southwark 030,15.6080511,36.7602748,20.71833193,8297
E02000837,Southwark 031,14.03201309,27.54994742,24.68746349,8559
E02000838,Southwark 032,17.03337193,36.29855774,20.44425729,9499
E02000839,Southwark 033,15.23405259,32.67303384,20.79943403,8481
E02000840,Sutton 001,17.19437587,32.13480734,20.3606311,9317
E02000841,Sutton 002,18.2560418,29.817113,23.00239495,9186
E02000842,Sutton 003,15.05856781,27.83480256,25.10566357,8281
E02000843,Sutton 004,14.92978566,37.44060817,18.84700665,9471
E02000844,Sutton 005,16.69169458,30.0334989,22.40961072,8657
E02000845,Sutton 006,13.67448774,33.5916764,21.49909757,9419
E02000846,Sutton 007,14.39642716,29.30513595,23.67003809,7613
E02000847,Sutton 008,13.65470376,28.20131663,23.40199618,9418
E02000848,Sutton 009,15.63689964,28.14150596,23.22810466,8141
E02000849,Sutton 010,14.21406728,30.55657492,23.40061162,8175
E02000850,Sutton 011,15.28380249,28.2879557,25.19612367,10835
E02000851,Sutton 012,17.10980663,36.22237569,17.1788674,11584
E02000852,Sutton 013,13.83501105,32.35944022,22.35452983,8146
E02000853,Sutton 014,13.97994129,31.81262231,22.0890411,8176
E02000854,Sutton 015,13.19316689,30.55190539,24.19185283,7610
E02000855,Sutton 016,14.13599805,25.4569827,26.4075067,8206
E02000856,Sutton 017,13.89216422,31.05370351,23.08929146,9329
E02000857,Sutton 018,14.18408181,35.74922188,19.06402846,8996
E02000858,Sutton 019,18.0259013,29.22646132,20.55769455,8571
E02000859,Sutton 020,13.18021201,27.12603062,23.93404005,8490
E02000860,Sutton 021,15.08252703,35.52646557,19.66989186,8785
E02000861,Sutton 022,12.50321585,24.04167739,27.87496784,7774
E02000863,Sutton 024,14.31963199,25.2262947,27.27407627,6739
E02000864,Tower Hamlets 001,23.92578125,37.92613636,14.61292614,11264
E02000865,Tower Hamlets 002,27.07966826,33.26212616,15.89595376,7958
E02000866,Tower Hamlets 003,24.76530229,34.94179497,17.30191513,10652
E02000867,Tower Hamlets 004,30.3591916,39.38752096,12.27605684,11331
E02000868,Tower Hamlets 005,30.59183106,37.48263407,12.21172548,7198
E02000869,Tower Hamlets 006,24.570273,35.35557802,16.64981463,5934
E02000870,Tower Hamlets 007,27.51098556,33.47457627,14.87758945,6372
E02000871,Tower Hamlets 008,26.84091699,34.78638416,12.90378604,11516
E02000872,Tower Hamlets 009,32.96082525,34.39764215,12.88223014,8143
E02000873,Tower Hamlets 010,37.69293258,29.6303818,10.75345248,9848
E02000874,Tower Hamlets 011,28.89718629,34.72462995,12.72169623,7499
E02000875,Tower Hamlets 012,28.42826616,35.23690222,12.12880407,13571
E02000876,Tower Hamlets 013,31.70631101,34.77244603,13.28200192,7273
E02000877,Tower Hamlets 014,29.1042074,36.35310305,10.46419002,13809
E02000878,Tower Hamlets 015,38.29195821,32.83810984,11.6073996,10433
E02000879,Tower Hamlets 016,27.70853308,30.3451582,15.53211889,8344
E02000880,Tower Hamlets 017,30.00306937,33.88581952,12.262124,6516
E02000881,Tower Hamlets 018,29.08704883,32.1148343,12.70192929,10833
E02000882,Tower Hamlets 019,27.03008172,32.75952008,13.06729264,11502
E02000883,Tower Hamlets 020,26.86551093,30.94648433,13.90115215,9287
E02000884,Tower Hamlets 021,41.08108108,32.74578927,8.515471994,12765
E02000885,Tower Hamlets 022,25.79044378,31.46178931,14.90146037,7053
E02000886,Tower Hamlets 023,28.49692292,38.52091374,12.6838427,9587
E02000887,Tower Hamlets 024,26.3099426,34.45658211,12.69209406,10802
E02000888,Tower Hamlets 025,26.1404527,37.71329077,13.34881021,8615
E02000889,Tower Hamlets 026,28.85344635,38.40062458,12.34664287,8966
E02000890,Tower Hamlets 027,22.61945686,41.56067377,19.38810588,5818
E02000893,Tower Hamlets 030,23.08730266,36.32438267,15.71987586,7411
E02000894,Tower Hamlets 031,24.06868981,41.81355624,12.72033436,11006
E02000895,Waltham Forest 001,15.8599259,24.84761563,25.08664993,8367
E02000896,Waltham Forest 002,14.8906518,27.6693825,25.47169811,9328
E02000897,Waltham Forest 003,16.06767795,29.01983664,23.65227538,8570
E02000898,Waltham Forest 004,15.36253588,26.89379758,25.82054162,8013
E02000899,Waltham Forest 005,16.34855715,28.62985685,24.09679618,8802
E02000900,Waltham Forest 006,17.89614442,28.79429463,22.4648986,8974
E02000901,Waltham Forest 007,16.02478551,30.23832221,24.32793136,10490
E02000902,Waltham Forest 008,16.90084303,32.71778402,19.73103171,9964
E02000903,Waltham Forest 009,19.75080308,33.52477368,18.77737759,10273
E02000904,Waltham Forest 010,16.36600997,35.85331118,20.79278424,8426
E02000905,Waltham Forest 011,15.37873722,37.94058649,17.78584392,10469
E02000906,Waltham Forest 012,17.12392587,39.07236774,17.33098664,9659
E02000907,Waltham Forest 013,19.16824197,34.7731569,17.38185255,10580
E02000908,Waltham Forest 014,20.97186701,40.63396109,15.30651786,12903
E02000909,Waltham Forest 015,15.17577069,37.65278529,19.94591671,9245
E02000910,Waltham Forest 016,18.17147857,38.9063867,18.04899388,11430
E02000911,Waltham Forest 017,17.80726796,41.16966283,16.42620168,12961
E02000912,Waltham Forest 018,18.90976286,36.00246381,18.23221435,9741
E02000913,Waltham Forest 019,18.42323651,33.65145228,18.68257261,9640
E02000914,Waltham Forest 020,19.29988134,35.54839803,18.28275979,11798
E02000915,Waltham Forest 021,16.83314835,38.14280429,20.65606117,8109
E02000916,Waltham Forest 022,19.13422374,38.13583404,18.28170882,10557
E02000917,Waltham Forest 023,17.73049645,42.01084689,16.10346266,9588
E02000918,Waltham Forest 024,18.67224367,37.68768769,19.04761905,9324
E02000919,Waltham Forest 025,19.75549064,39.70572325,17.11565509,9243
E02000920,Waltham Forest 026,20.80380546,37.08377827,17.68760315,10301
E02000921,Waltham Forest 027,21.8459614,34.87312366,19.18334525,11192
E02000922,Waltham Forest 028,18.92744479,36.65997515,18.71713985,10461
E02000923,Wandsworth 001,20.70431894,33.31561462,20.23920266,7525
E02000925,Wandsworth 003,23.17042289,32.93238795,19.24537858,7898
E02000926,Wandsworth 004,26.71650769,37.94792472,15.90616138,11637
E02000927,Wandsworth 005,27.72612003,32.72752888,18.11777966,7098
E02000928,Wandsworth 006,20.33492823,32.93062201,20.74162679,8360
E02000929,Wandsworth 007,23.92940886,32.61754906,17.72183142,8103
E02000930,Wandsworth 008,37.46529155,32.37802459,13.58587862,10084
E02000931,Wandsworth 009,26.44890552,34.68299875,14.68753544,8817
E02000932,Wandsworth 010,26.93295959,39.83492953,14.63832438,12843
E02000933,Wandsworth 011,19.785674,33.46869712,21.61308517,8865
E02000934,Wandsworth 012,30.93662367,37.39764442,14.77285474,8915
E02000935,Wandsworth 013,29.88739655,25.12549179,15.90014923,7371
E02000936,Wandsworth 014,24.62885827,37.88315711,16.62928549,9363
E02000937,Wandsworth 015,20.81137394,33.34967521,18.88711852,8159
E02000938,Wandsworth 016,17.09084154,33.81014304,19.03213821,10766
E02000939,Wandsworth 017,17.96904975,29.87594322,20.38623865,7819
E02000940,Wandsworth 018,24.84984985,40.01501502,14.68253968,9324
E02000941,Wandsworth 019,21.26572327,35.46580189,17.71816038,10176
E02000942,Wandsworth 020,19.61594053,33.05802189,20.28701218,9686
E02000943,Wandsworth 021,30.01949318,34.20479303,15.54867561,8721
E02000944,Wandsworth 022,20.65487885,33.88343157,19.12246234,7635
E02000945,Wandsworth 023,25.49094619,28.78092323,18.79622545,7842
E02000946,Wandsworth 024,24.56743304,39.2154539,15.75017777,8438
E02000947,Wandsworth 025,17.46575342,40.67851027,16.38484589,9344
E02000948,Wandsworth 026,31.51490974,35.17502743,13.57335195,10027
E02000949,Wandsworth 027,24.70258922,33.18004599,19.31420574,10003
E02000950,Wandsworth 028,19.32252537,35.16541452,19.53341242,7587
E02000951,Wandsworth 029,29.81637099,31.82384065,18.33177716,6426
E02000952,Wandsworth 030,28.88997396,30.72916667,18.71744792,6144
E02000953,Wandsworth 031,24.75353051,40.31441513,13.7490008,7506
E02000954,Wandsworth 032,27.22504507,31.28995247,16.99721357,6101
E02000955,Wandsworth 033,26.95323845,32.21028173,16.19227418,6886
E02000956,Wandsworth 034,32.29587712,33.37375371,14.65912153,7422
E02000957,Wandsworth 035,26.87666943,35.27677996,15.41862393,10857
E02000958,Wandsworth 036,21.54422426,28.06911551,21.73755437,8276
E02000959,Wandsworth 037,19.69735504,35.5162767,19.03611394,7864
E02000960,Westminster 001,18.72257435,33.75589144,20.26653665,6153
E02000961,Westminster 002,21.45914,31.64866517,20.78663134,9814
E02000962,Westminster 003,21.25974026,32.85714286,21.24675325,7700
E02000963,Westminster 004,22.03856749,29.02061366,23.73895697,10527
E02000964,Westminster 005,23.51923552,31.79009803,22.94258176,12139
E02000965,Westminster 006,23.58993902,38.33841463,18.96595528,7872
E02000966,Westminster 007,18.20343747,35.9636796,22.92725111,9251
E02000967,Westminster 008,29.42536328,31.78665786,18.47754293,6056
E02000968,Westminster 009,26.74169716,25.98218601,21.59083063,14483
E02000969,Westminster 010,22.99042066,30.38317368,21.4181591,9604
E02000970,Westminster 011,22.58489461,31.71838407,25.17564403,6832
E02000971,Westminster 012,29.35669386,34.73318176,18.63046676,7477
E02000972,Westminster 013,32.36825397,32.73650794,19.86031746,7875
E02000973,Westminster 014,23.78465247,36.76175171,19.81719566,9956
E02000974,Westminster 015,29.81951948,31.52086447,18.96769744,8699
E02000975,Westminster 016,30.60949299,35.3425027,17.52966559,7416
E02000976,Westminster 017,26.79947824,37.00936796,17.43151903,8433
E02000977,Westminster 018,30.64036324,30.53076562,22.70236418,6387
E02000978,Westminster 019,29.46127946,22.74130191,24.32659933,7128
E02000979,Westminster 020,26.99826776,29.88121752,21.6901757,8082
E02000980,Westminster 021,24.86820995,30.002292,23.47008939,8726
E02000981,Westminster 022,27.14631197,31.66868198,24.32889964,8270
E02000982,Westminster 023,22.03167954,31.14281974,23.35384213,7639
E02000983,Westminster 024,24.52560437,27.95684949,22.31609046,7694
E02003237,Peterborough 001,12.4025974,20.97402597,31.52597403,6160
E02003238,Peterborough 002,14.88064123,27.54835337,29.012023,5739
E02003239,Peterborough 003,14.13826212,23.33173308,28.58857417,8332
E02003240,Peterborough 004,14.63734343,27.80367026,24.9635887,6866
E02003241,Peterborough 005,14.96172582,25.14961726,26.0960334,7185
E02003242,Peterborough 006,12.75008879,25.31076122,26.00923405,8447
E02003243,Peterborough 007,17.93228139,30.539119,18.06377383,12168
E02003244,Peterborough 008,16.05897589,28.73082287,19.27674836,10038
E02003245,Peterborough 009,17.95245027,30.32508491,18.6802523,8244
E02003246,Peterborough 010,21.30967806,33.33001096,16.30618957,10033
E02003247,Peterborough 011,16.09039548,29.3559322,21.08474576,8850
E02003248,Peterborough 012,22.60824475,28.21709446,17.56978654,11571
E02003249,Peterborough 013,17.88833437,30.02183406,19.00343107,12824
E02003250,Peterborough 014,22.23236515,33.50207469,17.15352697,12050
E02003251,Peterborough 015,13.36196009,23.54129831,25.57464006,7918
E02003252,Peterborough 016,17.8349034,34.32061312,16.88487945,12526
E02003253,Peterborough 017,18.44386016,32.28162431,20.43042166,10269
E02003254,Peterborough 018,11.64628207,25.08929538,28.85593679,9239
E02003255,Peterborough 019,16.34363159,30.53045759,19.91401924,13724
E02003257,Peterborough 021,18.05801019,28.89073708,20.01247531,9619
E02003258,Luton 001,13.75986995,25.48769159,27.55457501,8612
E02003259,Luton 002,16.51227761,27.34891928,22.40846934,6801
E02003260,Luton 003,18.11983009,28.34786497,19.8077353,8946
E02003261,Luton 004,14.66025442,25.50418864,23.44089358,6446
E02003262,Luton 005,17.256479,27.19392315,21.48346738,11190
E02003263,Luton 006,17.55548705,27.88995068,20.34525277,12976
E02003264,Luton 007,16.92541857,27.27549467,22.32369356,9855
E02003265,Luton 008,14.63592233,25.82524272,26.9538835,8240
E02003266,Luton 009,17.05725304,28.17166024,21.66518343,10113
E02003267,Luton 010,21.78664117,30.61740199,14.64963803,14642
E02003268,Luton 011,19.81000927,29.6957059,16.45814025,12948
E02003269,Luton 012,16.50269167,28.86578801,22.49860776,10774
E02003270,Luton 013,17.74724651,27.46678778,21.27852844,8807
E02003271,Luton 014,16.74172704,29.31270805,25.47483846,10214
E02003272,Luton 015,22.69003788,30.53818374,14.07557474,11353
E02003273,Luton 016,18.82841712,29.92106356,21.03863731,12035
E02003274,Luton 017,21.38522885,31.90880721,14.49375867,11536
E02003276,Luton 019,24.54088325,30.9247923,14.83384346,9148
E02003277,Luton 020,19.68483596,28.62309481,19.693447,11613
E02003278,Luton 021,24.22233938,34.12668525,16.79596294,13277
E02003279,Southend-on-Sea 001,12.83869602,22.67146486,26.90516511,9448
E02003280,Southend-on-Sea 002,14.09674981,25.5952381,25.18896447,10584
E02003281,Southend-on-Sea 003,12.32267627,22.44336227,26.65678594,9446
E02003282,Southend-on-Sea 004,14.57982407,25.54744526,25.07954333,10686
E02003283,Southend-on-Sea 005,14.26751592,26.97907188,23.87625114,10990
E02003284,Southend-on-Sea 006,15.91578196,28.26300294,24.95316264,11209
E02003285,Southend-on-Sea 007,16.86159844,32.44727982,21.66400851,11286
E02003286,Southend-on-Sea 008,12.19694542,25.81437573,26.20954822,9363
E02003287,Southend-on-Sea 009,13.91270076,23.17469701,25.12562814,10149
E02003288,Southend-on-Sea 010,20.74108241,30.20448954,20.21832718,13008
E02003289,Southend-on-Sea 011,14.66100839,31.09022936,23.80519349,9897
E02003290,Southend-on-Sea 012,13.71008361,28.45774151,25.07303314,9927
E02003291,Southend-on-Sea 013,15.88008565,25.46466809,26.15845824,11675
E02003292,Southend-on-Sea 014,19.20310821,29.8999752,22.01372241,12097
E02003293,Southend-on-Sea 015,19.12582328,30.68172098,22.57291934,11691
E02003294,Southend-on-Sea 016,11.41352063,21.72958736,28.35820896,9112
E02003295,Southend-on-Sea 017,15.6073935,23.30730454,25.56093704,10117
E02003296,Thurrock 001,15.33794271,23.47961055,26.93664456,7087
E02003297,Thurrock 002,16.27239163,24.435936,22.98646246,7313
E02003298,Thurrock 003,15.4735062,24.56313416,24.70405862,7096
E02003299,Thurrock 004,15.39660277,23.07932055,29.79585476,6417
E02003300,Thurrock 005,17.1192312,29.22114203,21.3655157,8949
E02003301,Thurrock 006,16.56135683,30.96940472,20.62687064,12028
E02003302,Thurrock 007,17.3344864,29.17267224,22.16777169,10407
E02003303,Thurrock 008,16.57383079,29.8791382,21.62900683,9515
E02003304,Thurrock 009,14.91918773,26.31578947,23.74637381,9652
E02003305,Thurrock 010,14.68719107,26.81824601,22.84987996,7081
E02003307,Thurrock 012,16.2648333,24.9387832,22.66905255,10618
E02003308,Thurrock 013,16.6969147,29.38812549,20.80632616,7714
E02003309,Thurrock 014,15.52123552,27.32303732,25.46975547,7770
E02003311,Thurrock 016,17.55027422,33.2293795,20.29250457,9299
E02003312,Thurrock 017,18.0014851,36.56518511,15.22223401,9427
E02003313,Thurrock 018,18.02968961,28.54925776,19.08906883,14820
E02003314,Medway 001,13.75645756,21.94833948,29.72693727,6775
E02003315,Medway 002,14.63499825,24.78169752,27.76807545,5726
E02003316,Medway 003,16.01054192,27.30192719,23.17575358,12142
E02003317,Medway 004,14.68926554,26.90677966,24.66101695,7080
E02003318,Medway 005,14.63251298,23.97455215,28.16005357,5973
E02003319,Medway 006,16.52511526,30.35670954,22.73719971,8242
E02003320,Medway 007,23.03191489,29.28723404,20.45744681,9400
E02003321,Medway 008,16.40733323,26.3287629,22.53890002,6491
E02003322,Medway 009,29.98381273,27.50591458,18.04258498,8031
E02003323,Medway 010,17.68689057,27.38353196,23.03629469,7384
E02003324,Medway 011,17.27868202,30.28979754,20.72250893,10076
E02003325,Medway 012,20.6549803,29.99048784,20.08425058,7359
E02003326,Medway 013,16.52722358,28.53649118,23.99279187,7769
E02003327,Medway 014,18.95118026,28.83583691,23.79291845,7456
E02003328,Medway 015,22.59300333,32.69482811,17.8647041,9919
E02003329,Medway 016,18.18313953,31.00290698,20.87209302,6880
E02003330,Medway 017,16.03773585,30.26238208,23.03950472,6784
E02003331,Medway 018,16.24887082,24.16440831,26.7163505,8856
E02003332,Medway 019,15.00875378,24.52650008,27.15263409,6283
E02003333,Medway 020,17.5804792,29.95737175,20.84374541,6803
E02003334,Medway 021,18.0970749,29.41176471,20.86145934,6222
E02003335,Medway 022,18.47913863,29.12516824,17.92732167,7430
E02003336,Medway 023,13.29661684,23.69787569,26.76632573,6355
E02003337,Medway 024,17.73823965,27.8608977,24.1946354,7419
E02003338,Medway 025,15.94520548,26.97260274,24.04109589,7300
E02003339,Medway 026,14.29458327,25.0970045,26.75772156,6443
E02003340,Medway 027,15.3541847,26.07244406,25.41723328,8089
E02003341,Medway 028,14.19481897,26.46568702,25.82941978,6601
E02003342,Medway 029,13.95203986,24.49392713,24.78978511,6422
E02003343,Medway 030,12.96637109,20.44503932,29.8142881,5977
E02003344,Medway 031,16.35053669,26.12851051,25.80502867,6801
E02003345,Medway 032,14.94565217,27.84526854,24.68030691,6256
E02003346,Medway 033,14.59215354,25.93847022,24.61191081,7086
E02003347,Medway 034,18.70385562,29.08941756,23.44544709,6095
E02003348,Medway 035,12.56331069,23.05126621,28.38789376,8095
E02003349,Medway 036,14.68001624,25.38222162,23.48802598,7391
E02003350,Medway 037,15.37389689,25.03483511,25.23610466,6459
E02003351,Medway 038,15.19706923,27.08438605,24.26730672,7916
E02003352,Bracknell Forest 001,11.90847634,21.85820766,30.95857168,5769
E02003353,Bracknell Forest 002,15.00620091,31.71558495,23.36502687,12095
E02003354,Bracknell Forest 003,15.22798129,28.70226033,27.10444271,10264
E02003355,Bracknell Forest 004,17.2969087,30.39539899,22.71746945,6955
E02003356,Bracknell Forest 005,13.02163294,26.71318911,27.1179344,7165
E02003357,Bracknell Forest 006,16.78602963,33.39546748,19.57225547,10193
E02003358,Bracknell Forest 007,19.60421053,32.49684211,19.68842105,11875
E02003359,Bracknell Forest 008,15.8817952,33.64412137,25.58470291,6328
E02003360,Bracknell Forest 009,15.15229737,31.30270177,21.07210463,11622
E02003361,Bracknell Forest 010,15.58633674,29.94889726,24.79827864,7436
E02003362,Bracknell Forest 011,14.14111343,30.58946115,23.77195594,6718
E02003363,Bracknell Forest 012,18.51225697,21.4426599,23.31642716,7098
E02003364,Bracknell Forest 013,15.05560308,29.54091816,26.47562019,7014
E02003365,Bracknell Forest 014,13.56103185,26.48796657,26.73295864,6939
E02003366,Bracknell Forest 015,22.50105145,25.87971401,24.74414692,7133
E02003367,West Berkshire 001,14.45617256,23.0533884,28.56050176,6537
E02003368,West Berkshire 002,13.51114231,22.74083172,29.60168451,5699
E02003369,West Berkshire 003,12.53516724,23.52297593,28.89965614,6398
E02003370,West Berkshire 004,12.30312036,24.30906389,29.31649331,6730
E02003371,West Berkshire 005,13.81512605,23.22689076,28.95798319,5950
E02003372,West Berkshire 006,13.55586699,25.00955536,26.46196968,7849
E02003373,West Berkshire 007,14.52171904,23.78696858,26.51340111,8656
E02003374,West Berkshire 008,15.52636069,27.5379628,27.33321959,5861
E02003375,West Berkshire 009,14.77236035,27.65579593,26.29964482,6194
E02003376,West Berkshire 010,13.19918145,23.37994543,27.43860846,5864
E02003377,West Berkshire 011,14.27062326,22.91366561,28.0610775,10413
E02003378,West Berkshire 012,13.0537876,25.77062274,26.09509547,8013
E02003379,West Berkshire 013,16.88162797,30.42419031,21.95471482,6978
E02003380,West Berkshire 014,16.32903622,27.1577655,27.14548803,8145
E02003381,West Berkshire 015,12.82512678,27.28611157,25.55210208,6113
E02003382,West Berkshire 016,15.53552492,25.30487805,25.63626723,7544
E02003383,West Berkshire 017,13.98439757,27.66541462,26.88529327,6922
E02003384,West Berkshire 018,11.52955703,21.76261769,32.18089211,6479
E02003385,West Berkshire 019,18.94284948,33.68213934,20.09659243,11181
E02003386,West Berkshire 020,14.58659285,28.45107715,24.31098809,8309
E02003387,West Berkshire 021,12.44657563,25.18503075,24.6846659,9593
E02003388,West Berkshire 022,13.39182255,24.94620096,27.34646582,6041
E02003389,Reading 001,13.22665333,26.4408051,24.72809101,7999
E02003390,Reading 002,11.02941176,25.32249742,28.00567595,7752
E02003391,Reading 003,11.74758412,29.20013971,22.7966003,8589
E02003392,Reading 004,17.80995059,35.45903711,18.70619327,8703
E02003393,Reading 005,13.88820789,26.48933562,26.08482471,8158
E02003394,Reading 006,16.7070777,31.85544394,19.58203441,8661
E02003395,Reading 007,21.42476934,37.44677076,17.30837473,11272
E02003396,Reading 008,18.24928833,34.29239528,20.07930053,9836
E02003397,Reading 009,14.96838521,26.38618677,23.40710117,8224
E02003398,Reading 010,27.82548356,33.92315032,14.95359528,11529
E02003400,Reading 012,42.7074041,23.20472792,13.98305085,8968
E02003401,Reading 013,17.80806979,33.9040349,19.56379498,9170
E02003402,Reading 014,30.87122981,34.10215706,14.66056588,10709
E02003403,Reading 015,15.25911708,28.88675624,23.43783323,9378
E02003404,Reading 016,40.43930636,20.76300578,15.0867052,8650
E02003405,Reading 017,20.68543452,33.15483476,18.22215422,13072
E02003406,Reading 018,18.30746848,28.30989331,23.43598448,8248
E02003407,Slough 001,15.95159516,31.11477814,19.29776311,10908
E02003408,Slough 002,16.89841467,32.20263927,18.81144274,11291
E02003409,Slough 003,16.48151695,31.27753304,22.04558514,10442
E02003410,Slough 004,19.28950592,30.82074316,18.08901592,12245
E02003411,Slough 005,18.95241903,31.29148341,17.40103958,12505
E02003412,Slough 006,16.64424371,31.45300788,19.91158947,10406
E02003414,Slough 008,16.14802966,34.608114,17.34768067,13754
E02003415,Slough 009,18.2275857,35.39646109,15.23654401,13507
E02003416,Slough 010,15.2324633,33.30954323,19.13743883,9808
E02003417,Slough 011,16.54305566,35.78733703,17.27691467,12809
E02003418,Slough 012,16.66182311,31.88995447,20.34292357,10323
E02003419,Slough 013,16.2493044,31.47468002,20.20033389,8985
E02003420,Slough 014,15.8903256,33.66568001,21.51425456,6419
E02003421,Windsor and Maidenhead 001,12.80831572,26.07470049,25.35236082,5676
E02003422,Windsor and Maidenhead 002,10.90863073,23.52990804,30.0852105,11853
E02003423,Windsor and Maidenhead 003,15.00607533,29.31348724,22.60024301,6584
E02003424,Windsor and Maidenhead 004,12.99817381,28.9934472,24.76098399,9309
E02003425,Windsor and Maidenhead 005,16.40134701,35.94060921,18.25348232,13066
E02003426,Windsor and Maidenhead 006,13.42720131,26.50749923,26.72176309,9801
E02003427,Windsor and Maidenhead 007,15.6196529,32.77927157,20.37399169,8182
E02003428,Windsor and Maidenhead 008,12.29543967,27.73292603,25.37639101,9166
E02003429,Windsor and Maidenhead 009,12.37086777,25.1678719,27.20816116,7744
E02003430,Windsor and Maidenhead 010,22.80281877,24.25209414,23.17510969,7521
E02003431,Windsor and Maidenhead 011,13.94319966,29.02811474,25.77422577,7007
E02003432,Windsor and Maidenhead 012,15.66417805,31.39878856,23.69347795,7099
E02003433,Windsor and Maidenhead 013,13.94810009,26.75316651,23.32406549,6474
E02003434,Windsor and Maidenhead 014,14.37275596,28.68023066,23.77325645,9191
E02003435,Windsor and Maidenhead 015,12.93031066,28.65938987,26.12650434,7146
E02003436,Windsor and Maidenhead 016,12.64940239,24.38025675,29.17220009,9036
E02003437,Windsor and Maidenhead 017,13.57575758,24.09427609,28.86195286,7425
E02003438,Windsor and Maidenhead 018,13.33689459,22.4537037,27.27920228,11232
E02003439,Wokingham 001,10.43210993,23.79316579,28.29506418,5531
E02003440,Wokingham 002,11.91246227,28.04010349,24.60112117,9276
E02003441,Wokingham 003,12.36643211,23.2082356,28.57701329,7674
E02003442,Wokingham 004,15.04831487,29.51920811,24.0985152,8486
E02003443,Wokingham 005,13.25508159,27.42628113,21.39994274,6986
E02003444,Wokingham 006,15.136,28.69333333,23.33866667,9375
