Middle layer Super Output Areas Code,Middle layer Super Output Areas,% 16_to_29,% 30_to_49,% 50_to_69,total
E02005164,Tunbridge Wells 003,14.69863321,30.82007618,21.4093659,8926
E02005165,Tunbridge Wells 004,12.59811095,23.42689903,27.83025143,7517
E02005166,Tunbridge Wells 005,16.03009259,29.55729167,22.09201389,6912
E02005167,Tunbridge Wells 006,10.63552134,22.58906434,27.43051024,7663
E02005168,Tunbridge Wells 007,12.44884488,28.07920792,24.88448845,7575
E02005169,Tunbridge Wells 008,19.25021988,35.46613896,20.11873351,9096
E02005170,Tunbridge Wells 009,13.11941511,29.66084484,22.11616572,9848
E02005171,Tunbridge Wells 010,14.40090308,28.09224319,23.49621029,6201
E02005172,Tunbridge Wells 011,12.27305737,22.29484386,30.15008473,8262
E02005173,Tunbridge Wells 012,11.8742586,25.99051008,27.09371293,8430
E02005174,Tunbridge Wells 013,12.82829616,20.16629273,28.33575294,7577
E02005175,Tunbridge Wells 014,13.22551044,20.21105758,28.79100711,8718
E02005503,Breckland 001,13.01616999,21.62234398,28.59815582,7483
E02005504,Breckland 002,11.22647631,19.15422886,32.1219987,9246
E02005505,Breckland 003,14.47987454,22.15107162,25.70569786,7652
E02005506,Breckland 004,13.24305061,20.42765502,29.7790449,7015
E02005507,Breckland 005,15.88245433,23.68148914,24.57773182,11604
E02005508,Breckland 006,12.16551724,20.4137931,31.83448276,7250
E02005509,Breckland 007,12.63428305,20.1424568,26.51798225,8564
E02005510,Breckland 008,11.83294664,18.43865156,31.82748738,7327
E02005511,Breckland 009,14.3175736,22.31266726,25.60214095,8968
E02005512,Breckland 010,15.81708403,26.23973077,27.49678313,10103
E02005513,Breckland 011,16.11593656,24.76397281,24.17862538,10592
E02005514,Breckland 012,10.74284053,21.47114406,31.7488007,6879
E02005515,Breckland 013,12.94808405,22.68232386,30.11433869,6472
E02005516,Breckland 014,12.07360226,21.25973107,30.09200283,7065
E02005517,Breckland 015,17.85533637,28.39318833,21.6826842,5931
E02005518,Breckland 016,16.53572765,28.39506173,24.20501309,10692
E02005519,Breckland 017,17.25136043,27.04642816,22.90147042,8637
E02005520,Broadland 001,12.05951449,21.18805235,27.10594026,8939
E02005521,Broadland 002,12.12716763,21.54913295,30.9132948,8650
E02005522,Broadland 003,12.32055243,22.09703798,31.14664728,5503
E02005523,Broadland 004,14.59446898,25.0058099,27.57378573,8606
E02005524,Broadland 005,12.67341582,21.44731909,30.10873641,5334
E02005525,Broadland 006,13.61879577,24.46094386,27.74613507,9832
E02005526,Broadland 007,13.14179796,23.16960148,27.50695088,5395
E02005527,Broadland 008,12.6188135,24.25434284,26.1553589,9153
E02005528,Broadland 009,13.35608378,25.26476818,26.07672394,8498
E02005529,Broadland 010,11.42002463,19.69030442,29.5442548,5683
E02005530,Broadland 011,12.52985486,24.25133199,26.82344295,5443
E02005531,Broadland 012,13.60404192,24.19535928,27.5261976,5344
E02005532,Broadland 013,14.92709535,25.87852722,23.47634533,9533
E02005533,Broadland 014,11.608129,22.56461233,28.89330683,9054
E02005534,Broadland 015,12.41004752,22.64765784,30.03394433,7365
E02005535,Broadland 016,14.73257925,26.92361402,26.42089094,7161
E02005536,Broadland 017,11.34717528,22.09882504,29.71189441,6213
E02005537,Broadland 018,13.01460823,20.60092961,29.49867198,6024
E02005538,Great Yarmouth 001,12.06985636,17.9601116,34.07047639,9677
E02005539,Great Yarmouth 002,11.84981913,19.73306723,32.14419359,8017
E02005540,Great Yarmouth 003,11.63239805,19.11848234,30.48960582,8803
E02005541,Great Yarmouth 004,14.94661922,22.28435858,26.24978817,5901
E02005542,Great Yarmouth 005,18.35715277,27.25128347,24.3374497,7207
E02005543,Great Yarmouth 006,18.83561644,27.62200342,22.30308219,9344
E02005544,Great Yarmouth 007,18.65828092,26.48497554,23.13067785,7155
E02005545,Great Yarmouth 008,12.61776062,21.97683398,27.93822394,6475
E02005546,Great Yarmouth 009,16.87066246,23.72239748,25.79179811,7925
E02005547,Great Yarmouth 010,14.71556182,23.93041843,26.6690174,8508
E02005548,Great Yarmouth 011,15.61278145,24.36294998,23.21693407,7417
E02005549,Great Yarmouth 012,12.03222919,20.93106535,31.88898836,5585
E02005550,Great Yarmouth 013,14.60005177,23.15557857,26.43023557,7726
E02005551,King's Lynn and West Norfolk 001,9.212538226,13.81880734,32.77905199,5232
E02005552,King's Lynn and West Norfolk 002,9.93579945,17.25771935,32.71170896,6542
E02005553,King's Lynn and West Norfolk 003,9.473563482,15.51783461,31.27652254,8719
E02005554,King's Lynn and West Norfolk 004,10.45538374,17.60533409,29.72052773,7049
E02005555,King's Lynn and West Norfolk 005,11.35166764,20.69923932,29.43241662,6836
E02005556,King's Lynn and West Norfolk 006,14.71421215,24.89701339,26.3130793,7768
E02005557,King's Lynn and West Norfolk 007,18.54275742,29.87201862,19.47353112,6876
E02005558,King's Lynn and West Norfolk 008,13.32245786,20.97607395,29.48613377,7356
E02005559,King's Lynn and West Norfolk 009,15.23718907,27.95976621,24.11308957,7357
E02005560,King's Lynn and West Norfolk 010,17.28843403,31.57257621,19.68746561,9087
E02005561,King's Lynn and West Norfolk 011,19.57360779,27.89009373,21.78827421,10882
E02005562,King's Lynn and West Norfolk 012,11.71738839,20.01608795,31.78710283,7459
E02005563,King's Lynn and West Norfolk 013,13.83507203,21.52260308,30.12916046,8052
E02005564,King's Lynn and West Norfolk 014,16.41450777,22.56994819,26.27979275,9650
E02005565,King's Lynn and West Norfolk 015,15.11770309,23.14600626,27.99020275,7349
E02005566,King's Lynn and West Norfolk 016,13.56436594,21.14812326,31.05500624,10417
E02005567,King's Lynn and West Norfolk 017,12.9791171,22.9006961,24.07260552,11349
E02005568,King's Lynn and West Norfolk 018,11.1915734,20.50032916,32.71889401,7595
E02005569,King's Lynn and West Norfolk 019,15.55886054,23.14380506,27.53689509,8741
E02005570,North Norfolk 001,9.777088036,16.02708804,30.17776524,7088
E02005571,North Norfolk 002,9.477292202,16.72664953,33.00771208,5835
E02005572,North Norfolk 003,10.53538298,18.53962364,30.10866684,7546
E02005573,North Norfolk 004,10.78636047,14.37021573,28.82741823,5748
E02005574,North Norfolk 005,9.230769231,17.22501797,35.67217829,6955
E02005575,North Norfolk 006,11.17158407,17.58808364,33.95875107,6982
E02005576,North Norfolk 007,10.06902761,16.62665066,32.99819928,6664
E02005577,North Norfolk 008,11.85334003,19.83927675,31.30755064,5973
E02005578,North Norfolk 009,13.33446003,21.41287815,30.77573094,5917
E02005580,North Norfolk 011,13.54049669,21.52751778,26.3571696,8013
E02005581,North Norfolk 012,10.85903645,22.68671935,33.82615345,7846
E02005582,North Norfolk 013,11.65833578,20.34695678,30.96148192,6802
E02005583,North Norfolk 014,9.648918856,16.25203441,33.81771681,8602
E02005584,Norwich 001,18.11756285,30.16015031,21.6963407,11177
E02005585,Norwich 002,19.97499777,30.73488704,19.63568176,11199
E02005586,Norwich 003,21.76391036,36.74652241,19.0301391,10352
E02005587,Norwich 004,16.74247556,27.51379077,22.24910481,10333
E02005588,Norwich 005,28.97160399,24.85034536,17.42900998,13030
E02005589,Norwich 006,27.3031143,25.87640633,17.61780532,12266
E02005592,Norwich 009,28.90897213,28.08144599,20.20905923,9184
E02005593,Norwich 010,54.51366522,14.45661176,11.76957762,10867
E02005594,Norwich 011,23.77034193,27.89358201,22.31669409,10938
E02005595,Norwich 012,16.79462572,20.86798891,25.38920879,9378
E02005596,Norwich 013,17.4854622,28.39382394,20.88429918,9974
E02005598,South Norfolk 002,12.64818164,27.48643761,23.88989351,9954
E02005599,South Norfolk 003,13.45646438,26.34356339,22.56631023,7201
E02005600,South Norfolk 004,14.60446247,18.3647995,28.31955063,6409
E02005601,South Norfolk 005,11.69686985,21.30697419,28.29946916,5463
E02005602,South Norfolk 006,11.95814649,24.0500354,27.95216741,12711
E02005603,South Norfolk 007,14.90755909,28.5279663,22.07660504,12819
E02005604,South Norfolk 008,13.32353938,21.30184202,29.21234038,8849
E02005605,South Norfolk 009,11.4531674,24.066623,28.68906148,10687
E02005606,South Norfolk 010,12.78053795,21.19239335,32.46530752,5837
E02005607,South Norfolk 011,12.96745152,23.06959834,29.31094183,11552
E02005608,South Norfolk 012,12.01153947,19.44662995,32.45476003,7626
E02005609,South Norfolk 013,11.77951504,21.78349013,27.37511594,7547
E02005610,South Norfolk 014,11.91594561,19.91347342,33.13967862,8090
E02005611,South Norfolk 015,14.10385566,24.24214672,25.97307446,10919
E02005921,Cherwell 001,12.48368856,24.28592142,30.54951428,6897
E02005922,Cherwell 002,17.56053406,30.84408237,23.11608961,8838
E02005923,Cherwell 003,16.72207447,30.20279255,21.59242021,6016
E02005924,Cherwell 004,21.81500873,33.21434238,19.36379502,12606
E02005925,Cherwell 005,17.06822788,27.5388426,21.24521504,8882
E02005926,Cherwell 006,14.78732831,24.15817457,25.99689854,9028
E02005927,Cherwell 007,15.97025496,28.09844193,23.95538244,5648
E02005928,Cherwell 008,14.37573139,26.32100099,22.95436133,11109
E02005929,Cherwell 009,11.39550715,22.39618788,30.79646018,7345
E02005930,Cherwell 010,12.24381999,26.74836256,26.76949081,9466
E02005931,Cherwell 011,15.47756553,30.35095513,23.81163927,11255
E02005932,Cherwell 012,17.82634552,32.53047874,23.6990782,6726
E02005933,Cherwell 013,16.5218519,29.36065361,25.00324212,7711
E02005934,Cherwell 014,14.62642704,26.64179948,26.84525828,8847
E02005935,Cherwell 015,18.39683094,33.04205989,20.93673541,8583
E02005936,Cherwell 016,13.67011098,30.20283199,23.89590509,13065
E02005937,Cherwell 017,13.22225619,25.02292877,27.1935188,6542
E02005938,Cherwell 018,14.6701847,28.00351803,25.3298153,5685
E02005939,Cherwell 019,14.22464623,25.94339623,26.31191038,6784
E02005940,Oxford 001,13.65409623,24.20351105,26.69050715,6152
E02005941,Oxford 002,19.21230943,23.1648786,21.34387352,7084
E02005942,Oxford 003,25.34016328,22.34672643,22.42676485,6247
E02005943,Oxford 004,22.17675941,27.59138025,19.1898527,7332
E02005944,Oxford 005,19.63285254,31.92275599,18.7626654,8389
E02005945,Oxford 006,33.24637942,24.81784654,17.36979401,11117
E02005946,Oxford 007,18.05621162,30.10155881,22.03589986,8468
E02005947,Oxford 008,74.8295639,11.65999351,6.568553187,18482
E02005948,Oxford 009,34.31505815,26.91436339,17.86739163,6621
E02005949,Oxford 010,37.22608582,26.11205878,14.61750426,7621
E02005950,Oxford 011,49.77997306,23.41266278,13.04894477,11135
E02005951,Oxford 012,24.13978495,29.91039427,20.55555556,5580
E02005953,Oxford 014,32.62965426,28.85638298,18.15159574,6016
E02005954,Oxford 015,18.44289667,31.7717775,21.17164393,10481
E02005955,Oxford 016,18.06445869,32.71901709,19.76495726,11232
E02005956,Oxford 017,17.79505947,28.83501067,23.19304666,6558
E02005957,Oxford 018,19.0593343,31.07091172,20.11577424,6910
E02005958,South Oxfordshire 001,13.75209069,25.49711949,29.26965248,5381
E02005959,South Oxfordshire 002,14.43841194,23.04038005,29.86087547,5894
E02005960,South Oxfordshire 003,12.58236189,26.31779017,22.80790674,7892
E02005961,South Oxfordshire 004,12.86731968,23.53814188,29.10359157,6738
E02005962,South Oxfordshire 005,12.95622233,25.98130841,26.70929661,10165
E02005963,South Oxfordshire 006,12.69307424,23.65470852,30.36870952,8028
E02005964,South Oxfordshire 007,12.42976566,22.24201727,30.67013841,7297
E02005965,South Oxfordshire 008,10.92391304,22.69927536,30.65217391,5520
E02005966,South Oxfordshire 009,17.51725838,33.80177515,23.57001972,8112
E02005967,South Oxfordshire 010,17.27139262,33.88213087,17.66988255,9536
E02005968,South Oxfordshire 011,17.13679481,29.36844733,21.23065402,8012
E02005969,South Oxfordshire 012,12.95245952,25.91523151,25.68835722,9697
E02005970,South Oxfordshire 013,18.68650218,30.4245283,26.25181422,5512
E02005971,South Oxfordshire 014,15.22251926,27.40997012,25.09828589,6359
E02005972,South Oxfordshire 015,14.15133605,29.08515775,21.60992258,12013
E02005973,South Oxfordshire 016,12.22729579,25.21562659,25.13106714,5913
E02005974,South Oxfordshire 017,12.99011795,25.07172458,27.28721709,6274
E02005975,South Oxfordshire 018,11.64400194,21.0781933,29.17678485,8236
E02005976,South Oxfordshire 019,12.72669926,19.49219366,31.30421069,6341
E02005977,South Oxfordshire 020,10.84591654,22.617308,27.34210099,6159
E02005978,Vale of White Horse 001,13.58252172,23.6772835,27.79678863,7598
E02005979,Vale of White Horse 002,17.70660956,27.0320257,24.02414095,10273
E02005980,Vale of White Horse 003,17.05782313,23.88605442,23.01020408,11760
E02005981,Vale of White Horse 004,12.70026897,26.69863174,28.87381593,8551
E02005982,Vale of White Horse 005,13.93485455,27.03361784,25.16983104,5741
E02005983,Vale of White Horse 006,17.50295966,29.32337674,22.09270558,10981
E02005984,Vale of White Horse 007,12.58741259,25.55725524,28.26704545,9152
E02005985,Vale of White Horse 008,14.99240891,26.49291498,23.98785425,7904
E02005986,Vale of White Horse 009,13.42080793,26.31470193,25.45717533,9679
E02005987,Vale of White Horse 010,13.85705962,28.64633909,23.86871237,10298
E02005988,Vale of White Horse 011,15.5523893,28.00306883,22.85181938,9124
E02005991,Vale of White Horse 014,14.89129356,25.96048843,25.05708329,10073
E02005992,Vale of White Horse 015,13.6634802,28.88665277,22.77725868,13913
E02005993,West Oxfordshire 001,13.69277441,24.20022063,25.59293988,7252
E02005994,West Oxfordshire 002,12.53588517,22.96650718,29.09090909,6270
E02005995,West Oxfordshire 003,10.79893266,21.45660022,31.04693141,6371
E02005996,West Oxfordshire 004,12.0143321,24.94681447,27.47732617,8931
E02005997,West Oxfordshire 005,11.58301158,21.78949135,31.30770522,5957
E02005998,West Oxfordshire 006,11.98064883,23.90438247,26.65054069,7028
E02005999,West Oxfordshire 007,12.77115796,21.57042469,30.9807516,6546
E02006000,West Oxfordshire 008,14.12194293,26.90217391,25.43308424,11776
E02006001,West Oxfordshire 009,16.95823928,28.00507901,22.75677201,7088
E02006002,West Oxfordshire 010,16.97464946,25.83341072,24.09694493,10769
E02006003,West Oxfordshire 011,13.64019558,23.06525038,28.29202495,5931
E02006004,West Oxfordshire 012,22.99618321,21.82388222,26.25408942,7336
E02006005,West Oxfordshire 013,17.1331806,32.6426935,18.88634326,10039
E02006006,West Oxfordshire 014,13.53503185,26.2915782,27.67162067,5652
E02006007,West Oxfordshire 015,12.11001642,22.74220033,29.32402846,7308
E02006227,Babergh 001,10.54268387,17.92878246,33.91385477,6431
E02006228,Babergh 002,12.8917032,21.95161552,29.71261568,6159
E02006229,Babergh 003,11.71900291,21.02622208,28.3748786,6178
E02006230,Babergh 004,12.57039055,21.95277021,26.91189827,11010
E02006231,Babergh 005,14.44624652,26.06580167,28.1858202,8632
E02006232,Babergh 006,12.50612245,21.20816327,30.10612245,6125
E02006233,Babergh 007,15.23104724,23.2510111,26.50374322,11621
E02006234,Babergh 008,16.05025126,25.51758794,23.66834171,9950
E02006235,Babergh 009,10.6058759,20.65098135,31.39095453,8203
E02006236,Babergh 010,11.66953858,20.89795137,29.68600421,10446
E02006237,Babergh 011,12.44403476,19.72609955,30.31340532,7594
E02006238,West Suffolk 002,15.33698008,23.94467953,25.85406131,9689
E02006239,West Suffolk 001,26.5474553,25.77945896,15.53186612,8724
E02006240,West Suffolk 003,22.71971845,25.41792942,21.13598592,10229
E02006241,West Suffolk 004,18.0481737,25.16114441,23.71367183,8843
E02006242,West Suffolk 007,18.57558959,30.46133609,19.71248708,10643
E02006243,West Suffolk 008,16.03086155,31.16159451,23.43549078,9332
E02006245,Ipswich 001,14.51496139,24.49324324,23.66071429,8288
E02006246,Ipswich 002,14.34531019,24.34396447,26.88736375,7431
E02006247,Ipswich 003,18.54537464,28.38936497,21.47879587,9102
E02006248,Ipswich 004,14.61919359,26.71539731,23.85050696,8482
E02006249,Ipswich 005,14.82894266,26.04601264,25.5930385,8389
E02006250,Ipswich 006,20.79207921,32.2321341,20.07646309,10201
E02006251,Ipswich 007,23.7021794,33.25226826,20.09166589,10691
E02006252,Ipswich 008,16.51376147,30.95557159,21.30708174,9701
E02006253,Ipswich 009,13.07909225,23.37854169,26.1581845,7447
E02006254,Ipswich 010,17.73781656,30.90019153,20.81293892,9398
E02006255,Ipswich 011,21.83766474,29.69577534,22.21948516,8119
E02006256,Ipswich 012,19.82732351,29.64956831,20.11173184,9845
E02006257,Ipswich 013,13.49955739,25.33195633,24.97786958,6778
E02006258,Ipswich 014,17.92746114,28.35233161,21.58549223,9650
E02006259,Ipswich 015,15.99120758,24.24783624,23.5059761,7279
E02006260,Ipswich 016,15.86978637,27.17305301,22.39177122,8847
E02006261,Mid Suffolk 001,11.54281403,19.81642148,31.13290582,7953
E02006262,Mid Suffolk 002,11.72283395,19.61961962,32.46579913,8991
E02006263,Mid Suffolk 003,11.89433161,18.4521439,33.13420948,7533
E02006264,Mid Suffolk 004,13.21307779,23.24689966,28.20744081,8870
E02006265,Mid Suffolk 005,12.5813449,21.86822126,29.98915401,7376
E02006266,Mid Suffolk 006,11.812109,20.58106245,31.06775528,9431
E02006267,Mid Suffolk 007,11.96550485,20.97257157,33.24949096,8349
E02006268,Mid Suffolk 008,14.32278994,22.17356042,26.53690187,6165
E02006269,Mid Suffolk 009,14.96897622,23.37125129,27.7016546,7736
E02006270,Mid Suffolk 010,17.38178976,28.84720594,23.9703009,12795
E02006271,Mid Suffolk 011,19.40268184,25.24380333,23.52702154,9844
E02006272,Mid Suffolk 012,12.27795193,22.63584117,28.95768025,7656
E02006273,West Suffolk 005,11.73976608,19.32748538,31.0380117,6840
E02006274,West Suffolk 006,19.12990753,22.20706382,26.04214037,6597
E02006275,West Suffolk 009,17.46893301,26.39622911,23.33952293,7001
E02006276,West Suffolk 016,12.90871521,24.14002674,25.13674486,8227
E02006277,West Suffolk 012,15.63678938,29.16612463,24.37882139,7687
E02006278,West Suffolk 011,20.99546431,26.27118644,24.03915016,8378
E02006279,West Suffolk 014,13.35009715,22.53971883,26.36872785,8749
E02006280,West Suffolk 010,12.21366204,21.18130457,28.47457627,9735
E02006281,West Suffolk 013,13.61451574,22.51862533,24.84979572,8322
E02006282,West Suffolk 017,10.29141104,18.23619632,33.45092025,6520
E02006283,West Suffolk 018,16.13333333,28.07272727,26.36363636,8250
E02006284,West Suffolk 019,15.9187896,26.53562654,23.76826587,7733
E02006285,West Suffolk 021,16.80137803,28.42188949,23.83728634,7547
E02006286,West Suffolk 020,16.41255605,27.28251121,22.76233184,11150
E02006287,East Suffolk 016,9.207161125,16.60805627,35.53388747,6256
E02006288,East Suffolk 017,13.44738413,18.87805848,30.6345733,10054
E02006289,East Suffolk 018,12.63016806,19.84740695,29.10609341,9699
E02006290,East Suffolk 019,12.48149975,19.47459299,29.16872225,8108
E02006291,East Suffolk 020,12.53420195,19.66123779,30.39739414,7675
E02006292,East Suffolk 021,11.31101607,20.10028019,32.88600501,6781
E02006293,East Suffolk 023,14.32541461,23.90856118,29.31420887,11155
E02006294,East Suffolk 022,11.84010152,19.07360406,27.33502538,7880
E02006295,East Suffolk 024,13.45700193,22.32468368,25.90606905,9326
E02006296,East Suffolk 025,13.48254526,24.42135819,26.94217401,13091
E02006297,East Suffolk 026,12.29182202,19.99751429,32.3887646,8046
E02006298,East Suffolk 027,13.12335958,22.98775153,30.59930009,9144
E02006299,East Suffolk 028,9.666059502,15.67698846,31.60898604,8235
E02006300,East Suffolk 029,16.82207661,23.72731855,26.73891129,7936
E02006301,East Suffolk 030,13.78271213,21.74464711,27.93021412,6305
E02006302,East Suffolk 001,10.98387826,18.83381046,32.39415399,6637
E02006303,East Suffolk 002,15.6371382,24.8339807,23.65618344,7981
E02006304,East Suffolk 003,13.04027505,20.23575639,26.82956778,8144
E02006305,East Suffolk 004,18.95418122,26.29956852,23.04294226,9734
E02006306,East Suffolk 005,14.04663923,22.86694102,26.04938272,7290
E02006307,East Suffolk 007,11.41141141,19.24651925,29.21102921,7326
E02006308,East Suffolk 006,16.71473519,25.09176717,26.75668589,7628
E02006309,East Suffolk 009,12.77069119,20.57253041,26.74280629,6742
E02006310,East Suffolk 008,14.59158416,24.91336634,25.80445545,8080
E02006311,East Suffolk 010,12.2274997,21.62952137,26.90293509,8211
E02006312,East Suffolk 011,12.84771334,20.79207921,30.42197077,8484
E02006313,East Suffolk 012,12.18407008,20.03826402,29.1914208,9931
E02006314,East Suffolk 013,12.17295511,21.13742771,29.44092536,7262
E02006315,East Suffolk 014,10.23797295,16.31569937,33.31621298,5841
E02006316,East Suffolk 015,11.30127298,18.47241867,28.64214993,7070
E02006317,Elmbridge 001,12.22047244,27.38582677,24.69291339,6350
E02006318,Elmbridge 002,11.87194947,28.17973012,26.88774045,6966
E02006319,Elmbridge 003,12.64718105,29.9625987,23.71519601,7219
E02006320,Elmbridge 004,13.53476821,32.14679912,22.84768212,7248
E02006321,Elmbridge 005,10.15128593,28.80484115,24.61422088,6610
E02006322,Elmbridge 006,12.31124807,28.99845917,25.34668721,6490
E02006323,Elmbridge 007,12.36551999,30.17665029,22.49966795,7529
E02006324,Elmbridge 008,12.81435612,30.58258562,22.79792746,7913
E02006325,Elmbridge 009,11.62106181,26.53439442,26.02202115,9173
E02006326,Elmbridge 010,12.20968812,32.48838752,21.03516921,7535
E02006327,Elmbridge 011,10.06270529,27.29172887,24.02209615,6698
E02006328,Elmbridge 012,12.66798625,30.89905198,23.6899677,9599
E02006329,Elmbridge 013,13.07410538,25.07748662,26.62721893,7098
E02006330,Elmbridge 014,11.82752368,28.85351602,22.23453556,9926
E02006331,Elmbridge 015,11.64968328,24.78656018,27.19636464,7262
E02006332,Elmbridge 016,11.94344164,27.27135981,27.04572804,6648
E02006333,Elmbridge 017,13.06360709,25.37238325,25.17109501,9936
E02006334,Elmbridge 018,10.66541925,24.32464039,28.67500877,8551
E02006335,Epsom and Ewell 001,13.31648768,25.71067593,27.15097915,7915
E02006336,Epsom and Ewell 002,15.35993304,29.31082589,23.47935268,7168
E02006337,Epsom and Ewell 003,12.6042841,25.90755355,26.30214205,8870
E02006338,Epsom and Ewell 004,12.64554164,26.61753869,25.71849668,6785
E02006339,Epsom and Ewell 005,13.55512785,33.14086701,21.04298414,10911
E02006341,Epsom and Ewell 007,16.66341463,28.46829268,22.49756098,10250
E02006342,Epsom and Ewell 008,17.93557833,30.74670571,18.99707174,8196
E02006343,Epsom and Ewell 009,13.02572028,26.10663429,25.40015454,9059
E02006344,Guildford 001,12.28873239,23.65023474,28.99061033,8520
E02006345,Guildford 002,29.21333681,22.5058609,19.99218546,7678
E02006346,Guildford 003,11.75581747,20.23773547,29.81766898,9927
E02006347,Guildford 004,13.77858847,28.93222955,24.68079136,7127
E02006348,Guildford 005,14.63529968,25.97233716,25.1566379,8459
E02006349,Guildford 006,20.64483879,29.94251437,20.85728568,8002
E02006350,Guildford 007,19.71764706,29.36470588,22.08627451,6375
E02006351,Guildford 008,14.25839608,27.60846181,24.60858133,8367
E02006352,Guildford 009,28.09244792,24.12109375,21.484375,6144
E02006353,Guildford 010,15.26143791,27.15686275,25,6120
E02006354,Guildford 011,13.94865399,24.73755327,25.72497661,9621
E02006355,Guildford 012,53.33060053,17.74953884,12.62553802,9758
E02006356,Guildford 013,27.49410841,32.76599459,18.05010038,11457
E02006357,Guildford 014,13.34904353,28.15359024,27.47435542,7214
E02006358,Guildford 015,47.38602163,19.78597704,13.81116932,8971
E02006359,Guildford 016,16.19327457,25.12242899,26.96702579,6126
E02006360,Guildford 017,11.86023622,24.04035433,27.90354331,8128
E02006361,Guildford 018,11.62955108,20.74938141,32.59102156,5658
E02006362,Mole Valley 001,12.51087272,22.68773558,27.34125834,6898
E02006363,Mole Valley 002,11.4323476,23.52552453,27.34181398,6053
E02006364,Mole Valley 003,18.11810513,31.46009085,20.72680078,7705
E02006365,Mole Valley 004,13.3908597,23.52189198,27.43688079,6258
E02006366,Mole Valley 005,12.28026431,22.0795412,29.38536342,8021
E02006367,Mole Valley 006,11.82975871,20.24128686,28.98793566,5968
E02006368,Mole Valley 007,10.96637916,20.78859356,29.4666432,5681
E02006369,Mole Valley 008,10.18222506,19.14961637,33.39194373,6256
E02006370,Mole Valley 009,13.76754455,26.06844346,27.6297114,6341
E02006371,Mole Valley 010,13.46075085,25.01023891,27.45392491,7325
E02006372,Mole Valley 011,14.4215778,25.61584035,26.62924852,6414
E02006373,Mole Valley 012,12.2487019,22.27399814,31.47383837,7511
E02006374,Mole Valley 013,12.56115108,22.31654676,32.43165468,6950
E02006375,Reigate and Banstead 001,12.52399941,25.34337616,26.61349874,6771
E02006376,Reigate and Banstead 002,14.65741544,26.30095403,25.0650477,9224
E02006377,Reigate and Banstead 003,13.33117094,22.28349011,28.3490107,6166
E02006378,Reigate and Banstead 004,13.32655137,25.92969368,27.78342941,8847
E02006379,Reigate and Banstead 005,15.0071736,30.58823529,20.32998565,6970
E02006380,Reigate and Banstead 006,11.45070423,21.1971831,29.69014085,7100
E02006381,Reigate and Banstead 007,13.07162534,22.0661157,29.90358127,7260
E02006382,Reigate and Banstead 008,14.55631648,30.64257613,22.27888678,6863
E02006383,Reigate and Banstead 009,13.25753831,26.42609985,23.311913,10115
E02006384,Reigate and Banstead 010,14.82736514,31.7245169,21.10083341,10919
E02006385,Reigate and Banstead 011,16.04556694,36.85093606,19.10985517,11324
E02006386,Reigate and Banstead 012,12.6313276,29.09503343,23.3643744,8376
E02006387,Reigate and Banstead 013,13.30288745,27.13612257,24.63170301,6788
E02006388,Reigate and Banstead 014,14.69926021,32.29334191,22.67610164,9327
E02006389,Reigate and Banstead 015,13.31252544,26.57076944,25.25444429,7369
E02006390,Reigate and Banstead 016,14.25444857,30.88781045,20.97249976,10509
E02006391,Reigate and Banstead 017,12.48064017,30.83376355,24.32885906,7748
E02006392,Reigate and Banstead 018,14.15794066,30.71553229,23.21116928,9168
E02006393,Runnymede 001,34.82708934,24.04899135,17.86743516,6940
E02006394,Runnymede 002,47.73822609,16.5046081,15.50689101,11827
E02006395,Runnymede 003,16.35394238,29.53962883,24.48477392,9753
E02006396,Runnymede 004,14.13243923,23.20201174,28.86839899,5965
E02006397,Runnymede 005,12.42893241,25.26847757,27.76373973,6332
E02006398,Runnymede 006,16.32393715,30.69547135,22.41219963,8656
E02006399,Runnymede 007,14.46735675,30.08395142,22.5935284,12269
E02006400,Runnymede 008,11.69539219,25.74744988,27.69961308,5686
E02006401,Runnymede 009,15.14048352,28.47008308,22.8880799,10713
E02006402,Runnymede 010,13.14279964,26.71832545,25.96357049,9937
E02006403,Spelthorne 001,15.28189911,32.09198813,22.86350148,6740
E02006404,Spelthorne 002,16.26917623,31.45545958,20.17532551,7757
E02006405,Spelthorne 003,15.08790344,30.35073909,23.3184641,11433
E02006406,Spelthorne 004,17.74301676,33.77653631,22.31284916,8950
E02006407,Spelthorne 005,14.32409198,26.85364281,25.26327101,9306
E02006408,Spelthorne 006,15.5480226,29.93220339,23.03954802,8850
E02006409,Spelthorne 007,14.81700118,27.36127509,25.16233766,6776
E02006410,Spelthorne 008,16.22637079,30.45673359,21.68603969,8517
E02006411,Spelthorne 009,12.26703755,26.49513213,26.80111266,7190
E02006412,Spelthorne 010,12.27888961,26.70109748,25.47449968,7745
E02006413,Spelthorne 011,12.77056277,24.5825603,26.97897341,6468
E02006414,Spelthorne 012,12.2936368,25.37265587,27.5685206,6239
E02006415,Spelthorne 013,11.82534001,21.98997853,28.23192555,6985
E02006416,Surrey Heath 001,11.39210307,23.22557557,30.76464273,8383
E02006417,Surrey Heath 002,12.34791187,27.93488984,25.74810917,6082
E02006418,Surrey Heath 003,12.75229358,23.27217125,30.1529052,6540
E02006419,Surrey Heath 004,17.3638899,28.56796411,23.60858494,8247
E02006420,Surrey Heath 005,14.87603306,23.25671488,27.63429752,7744
